SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
92GS2030,GS,114,114,113.8,114,114,111.78,102,11608,18-MAY-2024,3,IN0020130053,
93MOFSL34,N6,1008,1008,1008,1008,1008,1016,1100,1108800,18-MAY-2024,7,INE338I07115,
94NFL24,N3,1000,1000,1000,1000,1000,998,40,40000,18-MAY-2024,1,INE342T07205,
957ICCL25,YW,1097.25,1097.25,1097.25,1097.25,1097.25,1045,30,32917.5,18-MAY-2024,1,INE721A07ON4,
96IIFL28,N5,941,941,933.1,941,941,942,16,14986.8,18-MAY-2024,6,INE477L08154,
975NFL25,N0,990,990,990,990,990,995.95,5,4950,18-MAY-2024,1,INE342T07411,
985IIFL22,NC,971,971,971,971,971,975.05,1,971,18-MAY-2024,1,INE866I08303,
9IBHFL26BA,NA,982.5,990,982.5,982.5,982.5,982.7,122,120015,18-MAY-2024,6,INE148I07GL3,
A2ZINFRA,BE,14.85,15.2,14.25,14.75,14.65,14.5,147320,2170317.05,18-MAY-2024,147,INE619I01012,
AAATECH,BE,133.1,133.1,122.6,129.1,130,126.8,44354,5813333.95,18-MAY-2024,366,INE0D0U01013,
AADHARHFC,EQ,351.5,354.6,347.25,348.3,347.4,351.15,812114,284728268.9,18-MAY-2024,13484,INE883F01010,
AAKASH,EQ,10.45,10.6,10.35,10.55,10.6,10.4,66395,693798.5,18-MAY-2024,281,INE087Z01024,
AAREYDRUGS,BE,50.85,51.9,50,51,51,50.85,518,26379.4,18-MAY-2024,18,INE198H01019,
AARON,EQ,281.8,285,278,279.55,282.85,278,4499,1268597.15,18-MAY-2024,216,INE721Z01010,
AARTECH,BE,224.05,224.05,224.05,224.05,224.05,219.7,1352,302915.6,18-MAY-2024,9,INE01C001018,
AARTIDRUGS,EQ,492.75,492.75,486.6,487.8,487,490.55,9093,4443347.5,18-MAY-2024,974,INE767A01016,
AARTIIND,EQ,631.65,635,628,632.05,631,628.3,170814,107968037,18-MAY-2024,6436,INE769A01020,
AARTIPHARM,EQ,620,621.45,605,615.15,612.95,614,76816,46963010.15,18-MAY-2024,2205,INE0LRU01027,
AARTISURF,EQ,680.65,693.6,680.65,690.95,690,691.15,2932,2019075.85,18-MAY-2024,242,INE09EO01013,
AARVEEDEN,EQ,26.5,26.5,25,25.9,25.9,25.5,15197,392592.65,18-MAY-2024,99,INE273D01019,
AARVI,EQ,140.5,143,139.1,141.4,142.8,141.5,3308,468092.7,18-MAY-2024,82,INE754X01016,
AATMAJ,SM,38,38.6,38,38.3,38.6,38.25,12000,457200,18-MAY-2024,6,INE0OB201016,
AAVAS,EQ,1597.05,1606.45,1577,1581.2,1590,1597.05,20726,32887059.45,18-MAY-2024,2105,INE216P01012,
ABAN,BE,63.05,63.95,63.05,63.65,63.8,63.5,24809,1584154.2,18-MAY-2024,109,INE421A01028,
ABB,EQ,8430.05,8442.4,8385.05,8416.65,8423.75,8371.35,31642,266262413.3,18-MAY-2024,5527,INE117A01022,
ABBOTINDIA,EQ,26700,26748,26500,26656.9,26748,26491.45,1123,29916381.35,18-MAY-2024,452,INE358A01014,
ABCAPITAL,EQ,225.9,226.9,222,223.5,222.65,225.65,2467421,552715007.45,18-MAY-2024,12748,INE674K01013,
ABCOTS,SM,239.45,239.45,239.45,239.45,239.45,252.05,500,119725,18-MAY-2024,1,INE08PH01015,
ABFRL,EQ,266,266.35,262,264.05,263.7,265,386850,102346478.35,18-MAY-2024,4235,INE647O01011,
ABMINTLLTD,EQ,66.9,66.95,61.2,62.6,61.75,63.85,292,18364.35,18-MAY-2024,14,INE251C01025,
ABSLAMC,EQ,525.1,533,521.25,531.25,531.95,525.15,22708,12027827.65,18-MAY-2024,1272,INE404A01024,
ABSLBANETF,EQ,49.28,49.28,48.16,48.75,48.83,48.63,3902,190288.71,18-MAY-2024,125,INF209KB17D5,
ABSLNN50ET,EQ,69,71.71,68.72,70.08,71,69.33,3009,211008.74,18-MAY-2024,78,INF209KB16D7,
ACC,EQ,2534.4,2565,2501,2525.95,2518.75,2521.95,40399,102308559.25,18-MAY-2024,2508,INE012A01025,
ACCELYA,EQ,1693.95,1698,1650.15,1673.3,1666.35,1674.35,7802,12977391.05,18-MAY-2024,973,INE793A01012,
ACCENTMIC,SM,329,334,323.55,328,328.8,324.35,56500,18590000,18-MAY-2024,109,INE0Q5D01013,
ACCURACY,EQ,9.15,9.15,9.15,9.15,9.15,8.75,61347,561325.05,18-MAY-2024,102,INE648Z01023,
ACE,EQ,1429.5,1480,1429,1478.9,1478.5,1418.5,133601,196098900.45,18-MAY-2024,8493,INE731H01025,
ACEINTEG,EQ,35.5,36.6,33.7,34.05,35.15,34.9,5279,183613.95,18-MAY-2024,72,INE543V01017,
ACI,EQ,618.05,628.4,618.05,621.8,623.5,621.05,47373,29540228.85,18-MAY-2024,1963,INE128X01021,
ACL,EQ,92.85,93.4,91.1,92.1,92.45,92.1,11806,1087572.7,18-MAY-2024,279,INE666E01020,
ACLGATI,EQ,109.15,109.8,107.5,108.75,108.6,108.35,39842,4335664.3,18-MAY-2024,814,INE152B01027,
ADANIENSOL,EQ,1036.95,1047.25,1035.2,1044.6,1043,1035.15,89541,93360554.95,18-MAY-2024,3635,INE931S01010,
ADANIENT,EQ,3074,3074,3055,3059.75,3061,3060.5,74336,227786473.25,18-MAY-2024,5248,INE423A01024,
ADANIGREEN,EQ,1837.45,1840.5,1825,1831.95,1834,1833,69338,127042470.85,18-MAY-2024,5379,INE364U01010,
ADANIPORTS,EQ,1342,1345.2,1335.1,1340.2,1345,1335.7,192526,257952577.1,18-MAY-2024,7543,INE742F01042,
ADANIPOWER,EQ,636,642,633.55,634.7,634.75,635.95,389939,248424896.45,18-MAY-2024,9961,INE814H01011,
ADFFOODS,EQ,235.45,237,233.6,234.4,234,233.6,20562,4827038.2,18-MAY-2024,1046,INE982B01027,
ADL,EQ,87.9,87.9,84.2,84.35,85.1,87.9,1765,150714.05,18-MAY-2024,18,INE0CHO01012,
ADORWELD,EQ,1386.65,1396.65,1330.5,1366.55,1370,1368.4,4617,6284116.1,18-MAY-2024,772,INE045A01017,
ADROITINFO,EQ,20,20.75,19.55,20.35,20.65,19.9,9587,193839.05,18-MAY-2024,91,INE737B01033,
ADSL,EQ,142.35,143.7,141.25,143.2,142.9,141.3,62652,8959604.8,18-MAY-2024,881,INE102I01027,
ADVANIHOTR,EQ,78.5,79.45,78.15,79,79,78.35,22201,1751435.65,18-MAY-2024,326,INE199C01026,
ADVENZYMES,EQ,376,377.7,374,375.5,375.5,373.75,11567,4351799.95,18-MAY-2024,721,INE837H01020,
AEGISCHEM,EQ,604.85,631.4,601.55,630.9,631.4,601.35,248256,155432063.9,18-MAY-2024,6496,INE208C01025,
AEROFLEX,EQ,141.7,142.4,138.5,141.9,142,140.4,195242,27616362.6,18-MAY-2024,1654,INE024001021,
AETHER,EQ,834,840.9,828.2,831.55,830.3,832.65,5831,4862978.9,18-MAY-2024,368,INE0BWX01014,
AFFLE,EQ,1198,1234,1190,1233.85,1233.95,1175.25,204203,248710659.85,18-MAY-2024,8432,INE00WC01027,
AGARIND,EQ,901,920,901,910.7,910,908.6,4955,4521037.1,18-MAY-2024,445,INE204E01012,
AGARWALFT,ST,64,64,61.15,61.15,61.15,62.9,6000,375450,18-MAY-2024,2,INE0MLA01012,
AGI,EQ,681,693.6,676,684.45,685.2,675.35,34747,23849850.05,18-MAY-2024,1666,INE415A01038,
AGNI,SM,64.1,64.1,64.1,64.1,64.1,67.45,35000,2243500,18-MAY-2024,14,INE0LF301013,
AGRITECH,EQ,196.7,201.95,196.7,198,198,197.75,1483,294791.7,18-MAY-2024,79,INE449G01018,
AGROPHOS,EQ,43.85,45.45,43.85,44.9,44.45,44.3,55662,2504538.15,18-MAY-2024,206,INE740V01019,
AGSTRA,EQ,75.4,76.75,75,76.35,76.35,74.85,58246,4429465.55,18-MAY-2024,366,INE583L01014,
AHL,EQ,442,454,438.25,445.1,445.25,440.9,11347,5048064.3,18-MAY-2024,272,INE00ZE01026,
AHLADA,EQ,128,128,124.2,125.9,125.55,126.4,6416,808067.05,18-MAY-2024,110,INE00PV01013,
AHLEAST,EQ,152.95,152.95,143.85,144.5,144,146.35,5641,817990.9,18-MAY-2024,95,INE926K01017,
AHLUCONT,EQ,1206,1230,1194.95,1202.9,1207.75,1204.85,7294,8833634.05,18-MAY-2024,866,INE758C01029,
AIAENG,EQ,3800,3811,3784.5,3802.8,3808.9,3792.65,1580,6010212.3,18-MAY-2024,403,INE212H01026,
AIIL,EQ,881,913.3,870,877.25,878,891.3,4040,3591853.4,18-MAY-2024,375,INE206F01022,
AILIMITED,ST,55.3,60,55.3,58,58,57.15,9000,519900,18-MAY-2024,3,INE0CAJ01017,
AIRAN,EQ,25.5,25.9,25,25.2,25.2,25.05,25040,635343.2,18-MAY-2024,256,INE645W01026,
AIROLAM,EQ,151,154,147,152.05,153.6,147.35,3010,452973.15,18-MAY-2024,62,INE801L01010,
AIRTELPP,E1,964,964,946.1,957.15,959.75,952.7,4825,4599042.55,18-MAY-2024,140,IN9397D01014,
AISL,ST,140.8,140.8,140.8,140.8,140.8,134.8,1200,168960,18-MAY-2024,1,INE635Y01015,
AJANTPHARM,EQ,2381,2409.9,2381,2394.95,2392,2381.05,8382,20111454.95,18-MAY-2024,2133,INE031B01049,
AJMERA,EQ,772,791.4,766.85,770.55,768.05,767.65,18291,14190138,18-MAY-2024,1114,INE298G01027,
AJOONI,EQ,6.55,6.6,6.45,6.5,6.5,6.45,316074,2052633,18-MAY-2024,340,INE820Y01021,
AKANKSHA,SM,88.3,91,88.3,89.7,89.45,90,16000,1433100,18-MAY-2024,8,INE0PCY01014,
AKASH,EQ,36.45,36.95,35.95,36.05,36,36.6,5042,183197.5,18-MAY-2024,55,INE737W01013,
AKG,EQ,19.1,19.95,19.1,19.55,19.7,19.45,16491,323910.45,18-MAY-2024,125,INE00Y801016,
AKI,EQ,20.6,21.5,19.85,20.95,21.1,20.85,12943,268946.9,18-MAY-2024,79,INE642Z01026,
AKSHAR,BE,2.5,2.55,2.45,2.55,2.55,2.45,306636,772625.9,18-MAY-2024,594,INE256Z01025,
AKSHARCHEM,EQ,272.65,272.65,264,266.65,266.3,267.95,1046,278478.65,18-MAY-2024,67,INE542B01011,
AKSHOPTFBR,BE,9.15,9.15,8.8,9.1,9,8.95,56264,506620.5,18-MAY-2024,100,INE523B01011,
AKZOINDIA,EQ,2629,2634.95,2551,2616.15,2625,2613.4,3645,9541727.7,18-MAY-2024,529,INE133A01011,
ALANKIT,EQ,19.4,19.45,18.2,18.8,18.85,18.65,280379,5347646.2,18-MAY-2024,853,INE914E01040,
ALBERTDAVD,EQ,1238.4,1238.4,1169.95,1183.95,1187,1180.7,7757,9342781.55,18-MAY-2024,303,INE155C01010,
ALEMBICLTD,EQ,102.05,102.8,100.25,101.65,101.4,101.25,447374,45627753.85,18-MAY-2024,2628,INE426A01027,
ALICON,EQ,961,1001,961,993.85,995,955.2,17953,17691402.3,18-MAY-2024,1122,INE062D01024,
ALKALI,EQ,119.5,120.75,118.1,120.2,120.55,119.45,6150,735203,18-MAY-2024,95,INE773I01017,
ALKEM,EQ,5485,5485.45,5420,5438.25,5425.9,5437.7,12829,69822040.2,18-MAY-2024,1686,INE540L01014,
ALKYLAMINE,EQ,2001,2055.9,2000.05,2039.45,2039,2014.75,17595,35723122.65,18-MAY-2024,2581,INE150B01039,
ALLCARGO,EQ,72.3,72.95,72.15,72.4,72.35,72.25,229487,16654402.4,18-MAY-2024,1588,INE418H01029,
ALLETEC,SM,268.9,268.9,262,265.25,265.85,265.9,8800,2330200,18-MAY-2024,18,INE0M2X01012,
ALLSEC,EQ,1067.95,1067.95,1010.1,1053.85,1061,1055.95,8388,8781387,18-MAY-2024,911,INE835G01018,
ALMONDZ,BE,124.4,125,120.5,123.15,122,120.05,99177,12182273.7,18-MAY-2024,335,INE326B01027,
ALOKINDS,EQ,26.75,27.05,26.35,26.65,26.75,26.75,1397476,37346728.5,18-MAY-2024,4262,INE270A01029,
ALPA,EQ,91.3,91.3,86.85,89.75,90,89.25,17308,1539370.55,18-MAY-2024,212,INE385I01010,
ALPEXSOLAR,SM,640,680,640,672.25,670,653.3,41600,27842240,18-MAY-2024,98,INE0R4701017,
ALPHA,EQ,49.79,51.36,49.37,50.17,50.17,49.78,319235,15995562.4,18-MAY-2024,1516,INF174KA1IA5,
ALPHAETF,EQ,25.53,25.75,25.49,25.73,25.71,25.51,134557,3451390.87,18-MAY-2024,669,INF769K01KU7,
ALPHAGEO,EQ,363,367,354,360.1,367,354.3,9721,3490532.5,18-MAY-2024,415,INE137C01018,
ALPL30IETF,EQ,27.64,27.84,27.09,27.71,27.67,27.64,81744,2264912.96,18-MAY-2024,188,INF109KC17V7,
ALPSINDUS,BE,3.95,3.95,3.95,3.95,3.95,4,14470,57156.5,18-MAY-2024,27,INE093B01015,
ALUWIND,SM,54,54,52.5,54,54,53.6,21000,1122000,18-MAY-2024,6,INE0STM01017,
AMBANIORG,SM,131.25,131.25,131.25,131.25,131.25,131.3,1000,131250,18-MAY-2024,1,INE00C501018,
AMBER,EQ,4072,4100,3915,3962.85,3990,3973.6,33111,133067027.2,18-MAY-2024,3950,INE371P01015,
AMBICAAGAR,EQ,28.5,29.15,27.8,28.3,28.4,27.8,7438,209225.25,18-MAY-2024,58,INE792B01012,
AMBIKCO,EQ,1537.45,1555.6,1527.65,1543.35,1547,1537.5,1150,1774170.5,18-MAY-2024,231,INE540G01014,
AMBUJACEM,EQ,620.7,623.3,617,619,620.45,620.7,151474,93914761.05,18-MAY-2024,5191,INE079A01024,
AMDIND,EQ,67.65,69.95,67.5,68.1,68.5,67.65,3689,252356,18-MAY-2024,133,INE005I01014,
AMEYA,SM,52.5,52.5,52.5,52.5,52.5,50,2000,105000,18-MAY-2024,1,INE0KT901015,
AMIORG,EQ,1250.95,1257,1240,1244.25,1250,1250.5,20716,25874959.45,18-MAY-2024,1367,INE00FF01017,
AMJLAND,EQ,39.75,41.75,39.65,41.1,41.15,39.8,94072,3830475.25,18-MAY-2024,525,INE606A01024,
AMNPLST,EQ,204,204,193,195.65,197,195.35,1551,305791.3,18-MAY-2024,53,INE275D01022,
AMRUTANJAN,EQ,744.95,755,737.3,740.55,742,744.95,4921,3657482.85,18-MAY-2024,646,INE098F01031,
ANANDRATHI,EQ,3962,3974.95,3900,3945.55,3945,3951.85,3881,15316965.95,18-MAY-2024,1554,INE463V01026,
ANANTRAJ,EQ,387.8,388.15,384.85,385.8,386,385.55,181637,70147256,18-MAY-2024,3775,INE242C01024,
ANDHRAPAP,EQ,514,519.3,514,517.05,516,513.7,14922,7707881.7,18-MAY-2024,815,INE435A01028,
ANDHRSUGAR,EQ,106.7,106.85,104.2,104.95,105,105.9,26297,2774098.45,18-MAY-2024,617,INE715B01021,
ANGELONE,EQ,2770,2770,2740.05,2756.5,2754.95,2749.3,34488,95022397.3,18-MAY-2024,4641,INE732I01013,
ANIKINDS,EQ,51.1,54.35,50.65,51.95,51.4,52.1,2657,137075.85,18-MAY-2024,87,INE087B01017,
ANKITMETAL,BE,3.95,3.95,3.8,3.9,3.95,3.95,21637,83509.4,18-MAY-2024,56,INE106I01010,
ANMOL,EQ,37.8,38.95,37.5,38.55,38.5,37.45,133457,5118860,18-MAY-2024,736,INE02AR01019,
ANNAPURNA,SM,343.1,353,342,351.7,351.05,347.35,18500,6430325,18-MAY-2024,35,INE0MGM01017,
ANTGRAPHIC,BE,1.5,1.55,1.45,1.5,1.55,1.5,717378,1078231.45,18-MAY-2024,423,INE414B01021,
ANUP,EQ,1870,1889,1822,1858,1860,1860.1,5916,11037532,18-MAY-2024,997,INE294Z01018,
ANURAS,EQ,790.3,799.4,776.1,784.35,780,790.3,44058,34756914.2,18-MAY-2024,1401,INE930P01018,
APARINDS,EQ,8049,8150.2,8020,8053.25,8064,7988.75,7768,62814378.25,18-MAY-2024,2155,INE372A01015,
APCL,EQ,181.2,183.95,178.35,180.55,178.5,178.35,1542,277951.05,18-MAY-2024,88,INE071F01012,
APCOTEXIND,EQ,408.9,408.9,395.7,406.1,405.95,404.55,8800,3560461.55,18-MAY-2024,689,INE116A01032,
APEX,EQ,220.1,222.9,213.35,217,216.5,219.1,24714,5386589.85,18-MAY-2024,512,INE346W01013,
APLAPOLLO,EQ,1709,1710,1660.25,1668.15,1672,1698.8,62110,104325952.25,18-MAY-2024,5578,INE702C01027,
APLLTD,EQ,965.9,989.95,951,967.75,964.6,959.9,4260,4119974,18-MAY-2024,508,INE901L01018,
APOLLO,EQ,110.8,113.1,109.95,112.9,112.9,107.9,744140,83380043.2,18-MAY-2024,8560,INE713T01028,
APOLLOHOSP,EQ,5932,5988,5913.8,5953.95,5955,5953.05,11673,69450262.2,18-MAY-2024,2331,INE437A01024,
APOLLOPIPE,EQ,630,640,625,632.55,630.65,620.95,14658,9264655.65,18-MAY-2024,1070,INE126J01016,
APOLLOTYRE,EQ,491.5,498.6,490.85,492.6,491.6,489.3,218794,108109949.55,18-MAY-2024,5511,INE438A01022,
APOLSINHOT,EQ,1730,1773,1700,1709.45,1721.95,1719.35,547,936614.5,18-MAY-2024,88,INE451F01024,
APS,SM,360.05,384.95,360.05,377.2,380,369.45,76500,28682075,18-MAY-2024,126,INE0P0001010,
APTECHT,EQ,224.6,224.95,222.1,223.5,224,222.8,25009,5591526.5,18-MAY-2024,899,INE266F01018,
APTUS,EQ,312.5,318.4,312.5,316,317,312.25,28109,8893669.8,18-MAY-2024,1603,INE852O01025,
ARCHIDPLY,BE,125,125,120,120.75,122.9,122.2,8842,1077929.4,18-MAY-2024,75,INE877I01016,
ARCHIES,BE,28.55,28.55,26.9,27.75,28.4,27.9,4746,131071.1,18-MAY-2024,42,INE731A01020,
ARE&M,EQ,1163,1166.95,1150.15,1158.4,1157,1154.9,129385,150124911.85,18-MAY-2024,5762,INE885A01032,
ARENTERP,EQ,45.65,46.15,42.5,43.75,44,44.5,1511,66705.15,18-MAY-2024,25,INE610C01014,
ARHAM,ST,146.65,160.5,146.65,156.65,158,154.35,53000,8041800,18-MAY-2024,49,INE0L2Y01011,
ARIES,EQ,243.25,244.2,240,241.3,241,242.25,6651,1605116.15,18-MAY-2024,184,INE298I01015,
ARIHANTCAP,EQ,66.1,67.75,64.5,66.35,66.4,65.5,114583,7610372.8,18-MAY-2024,574,INE420B01036,
ARIHANTSUP,EQ,340.2,349.95,340.2,345.5,342.85,340.25,2857,988553,18-MAY-2024,180,INE643K01018,
ARISTO,SM,78,81.65,77,79.75,79.75,78,8000,636480,18-MAY-2024,5,INE082101010,
ARMANFIN,EQ,2030,2086.95,2030,2075.9,2064.25,2063.1,2162,4468380.5,18-MAY-2024,329,INE109C01017,
AROGRANITE,EQ,52.85,52.95,51.7,52.55,52.8,51.85,2786,146321.9,18-MAY-2024,62,INE210C01013,
ARROWGREEN,EQ,513.9,529.85,513.9,518.25,516.5,520.15,7671,4001673.05,18-MAY-2024,400,INE570D01018,
ARSHIYA,BE,5.5,5.8,5.5,5.75,5.75,5.7,135328,779265.75,18-MAY-2024,77,INE968D01022,
ARSSINFRA,BE,21.1,21.2,20.1,21,20.8,20.2,11380,239268.4,18-MAY-2024,37,INE267I01010,
ARTEMISMED,EQ,194.4,195,191.2,191.9,192,191.75,40089,7744106.05,18-MAY-2024,1191,INE025R01021,
ARTNIRMAN,BE,54,54,52.5,52.75,53.95,53.3,704,37321,18-MAY-2024,10,INE738V01013,
ARVEE,BE,191.05,191.05,179.15,183.7,184,187.3,1326,242472.55,18-MAY-2024,68,INE006Z01016,
ARVIND,EQ,379.95,382,377.5,378.75,378.3,379.7,103792,39406060.75,18-MAY-2024,1953,INE034A01011,
ARVINDFASN,EQ,474.55,476.6,465,471.2,471.05,474.55,14867,7005958.25,18-MAY-2024,1053,INE955V01021,
ARVSMART,EQ,681,686.7,671.4,679.2,679,679.9,5884,4006647.9,18-MAY-2024,469,INE034S01021,
ASAHIINDIA,EQ,606.9,621.95,596.95,605.1,605,607.7,31222,19002298.5,18-MAY-2024,1358,INE439A01020,
ASAHISONG,EQ,376,376,361.8,362.95,362,366.75,2619,951686.95,18-MAY-2024,149,INE228I01012,
ASAL,EQ,872.8,872.8,860,862.95,861,865.85,13178,11384059.65,18-MAY-2024,885,INE900C01027,
ASALCBR,EQ,593.9,602,582.15,595.55,595.7,588.6,21224,12582056.5,18-MAY-2024,1291,INE073G01016,
ASHAPURMIN,EQ,346.75,355,339.05,346.65,344.2,345.25,51295,17692812.2,18-MAY-2024,1832,INE348A01023,
ASHIANA,EQ,376.05,383.95,376.05,380.2,381.5,376.5,11724,4460173.4,18-MAY-2024,718,INE365D01021,
ASHIMASYN,EQ,23.9,24.7,23.85,24.35,24.4,23.75,591701,14382907.6,18-MAY-2024,682,INE440A01010,
ASHOKA,EQ,181.9,184.65,181.05,181.85,182,180.95,419789,76761622.05,18-MAY-2024,4792,INE442H01029,
ASHOKAMET,BE,20.5,21.5,20.5,20.9,20.9,20.5,6353,133384.4,18-MAY-2024,58,INE760Y01011,
ASHOKLEY,EQ,208.9,211.1,208.35,210.6,210.3,207.85,4135117,869688298.55,18-MAY-2024,26558,INE208A01029,
ASIANENE,EQ,292.4,297,288,293.8,293.7,290.4,6369,1872591.2,18-MAY-2024,183,INE276G01015,
ASIANHOTNR,BE,136.5,144.9,136.5,140.15,140,143.45,2495,349392.65,18-MAY-2024,22,INE363A01022,
ASIANPAINT,EQ,2824,2830,2810.2,2816.35,2817.5,2809.9,52260,147341478.4,18-MAY-2024,5827,INE021A01026,
ASIANTILES,EQ,62,62.8,61.65,62,62,61.85,91678,5710201.1,18-MAY-2024,652,INE022I01019,
ASKAUTOLTD,EQ,320.85,322.95,316.05,319.25,319.15,318.95,75596,24136798.5,18-MAY-2024,1456,INE491J01022,
ASMS,EQ,23.75,23.75,23.3,23.55,23.65,23.3,36475,860302.55,18-MAY-2024,301,INE855F01042,
ASPINWALL,EQ,289.7,289.7,280.3,283.5,283,283.55,2764,789384.5,18-MAY-2024,136,INE991I01015,
ASPIRE,SM,95.05,98.5,95.05,97.3,97.3,95.05,16000,1556100,18-MAY-2024,8,INE0S7801010,
ASTEC,EQ,1167.55,1204.8,1155,1167.9,1170.15,1180.55,7502,8834544.8,18-MAY-2024,724,INE563J01010,
ASTERDM,EQ,350,350.9,346,347.95,347.9,349.6,130968,45657944.3,18-MAY-2024,4418,INE914M01019,
ASTRAL,EQ,2269.05,2269.05,2187.85,2193.75,2189.8,2303,302615,667628449.05,18-MAY-2024,19933,INE006I01046,
ASTRAMICRO,EQ,749.3,768.5,747.4,761.15,759.7,745,146453,111594870.6,18-MAY-2024,3632,INE386C01029,
ASTRAZEN,EQ,5800,5852,5725.05,5774,5790,5759,1075,6222868.35,18-MAY-2024,332,INE203A01020,
ASTRON,BE,23,23.95,22.5,23.25,23.85,22.95,31025,727393.2,18-MAY-2024,74,INE646X01014,
ATALREAL,BE,8.75,8.95,8.6,8.75,8.8,8.65,52347,459877.85,18-MAY-2024,150,INE0ALR01029,
ATAM,BE,218.45,218.45,203.2,214.25,214.9,211.45,3907,834490.5,18-MAY-2024,87,INE09KD01013,
ATFL,EQ,717.95,719.8,710.35,713.9,713.3,712.75,510,364288.4,18-MAY-2024,96,INE209A01019,
ATGL,EQ,917,918.6,910,912.8,912.9,913.65,92993,84981934.6,18-MAY-2024,5052,INE399L01023,
ATL,EQ,56.5,57.7,55.35,57.15,57,57.8,418181,23680144.6,18-MAY-2024,1696,INE0NN701020,
ATLANTAA,BE,31.6,32.4,31.05,32,31.8,31.65,9414,299002.65,18-MAY-2024,88,INE285H01022,
ATMASTCO,SM,268.5,272.95,265.6,268.95,269.9,268.5,43200,11665680,18-MAY-2024,52,INE05DH01017,
ATUL,EQ,6007.5,6013.5,5960.2,5974.3,5965,6007.5,3194,19134761.5,18-MAY-2024,646,INE100A01010,
ATULAUTO,EQ,569.95,570,546.85,561.45,561.4,573.2,65537,36812536.1,18-MAY-2024,2656,INE951D01028,
AUBANK,EQ,627.7,627.7,605.9,624.3,624.8,624.35,90209,56305289.15,18-MAY-2024,3614,INE949L01017,
AURDIS,SM,300.05,300.3,300.05,300.3,300.3,313,1000,300175,18-MAY-2024,2,INE448V01019,
AURIONPRO,BE,2430,2488,2326,2398.75,2445,2430.95,7245,17334922.65,18-MAY-2024,394,INE132H01018,
AUROIMPEX,SM,76.2,78.1,76.2,77.6,78.1,79.95,9600,742880,18-MAY-2024,6,INE0NUL01018,
AUROPHARMA,EQ,1165.05,1212,1165.05,1202.4,1201.3,1165.05,415670,499794525.45,18-MAY-2024,15449,INE406A01037,
AURUM,EQ,150.15,155.55,150,151.3,150.7,153.95,14697,2235768.8,18-MAY-2024,304,INE898S01029,
AURUMPP1,E1,125.45,125.5,125.45,125.5,125.5,127.75,628,78810.1,18-MAY-2024,3,IN9898S01027,
AUSOMENT,EQ,100.05,104.7,96.75,102.15,102,100.05,13366,1363206.8,18-MAY-2024,237,INE218C01016,
AUTOAXLES,EQ,2005.85,2024,1956.55,1983.85,1990,2005.85,3552,7067652.1,18-MAY-2024,571,INE449A01011,
AUTOBEES,EQ,236.39,238.8,235.87,238.12,238.4,235.87,51414,12219653.11,18-MAY-2024,1079,INF204KC1337,
AUTOIETF,EQ,23.63,23.82,23.6,23.7,23.73,23.59,90578,2150444.14,18-MAY-2024,507,INF109KC10V2,
AUTOIND,EQ,122.8,122.8,119.15,120.7,121,119.65,21723,2616416.35,18-MAY-2024,320,INE718H01014,
AVADHSUGAR,EQ,572,579.8,562.9,574.45,573,570.85,4985,2854764.55,18-MAY-2024,344,INE349W01017,
AVALON,EQ,485.05,495.05,481.5,489.45,488.2,488.6,32312,15805372.8,18-MAY-2024,2221,INE0LCL01028,
AVANTIFEED,EQ,543.5,545.2,535,537.8,535.85,543.5,65091,35035434.85,18-MAY-2024,2062,INE871C01038,
AVG,EQ,539.75,544.8,532,539.75,537.5,540.1,5177,2783333.7,18-MAY-2024,276,INE680Z01018,
AVONMORE,EQ,132.25,138.75,132.25,137.6,138.75,132.15,114464,15700953.3,18-MAY-2024,1134,INE323B01016,
AVPINFRA,SM,98.9,99.95,97.1,99.75,99.9,95.2,256000,25541680,18-MAY-2024,120,INE0R9401019,
AVROIND,EQ,129.55,131.85,125.6,127.65,129,130.2,9786,1253661.2,18-MAY-2024,297,INE652Z01017,
AVTNPL,EQ,92.3,92.95,91.2,91.95,92.45,91.4,23854,2199952.65,18-MAY-2024,564,INE488D01021,
AWHCL,EQ,495.9,495.9,480.1,485,485.95,483.9,10101,4913692.7,18-MAY-2024,801,INE01BK01022,
AWL,EQ,337.9,338.5,335,337.6,338,336.45,209227,70579804.95,18-MAY-2024,4644,INE699H01024,
AXISBANK,EQ,1142,1145,1137,1143.75,1142.15,1141.35,169757,193692329.95,18-MAY-2024,5380,INE238A01034,
AXISBNKETF,EQ,500.69,500.69,487.49,490.1,492.38,490.87,302,148419.39,18-MAY-2024,22,INF846K01X63,
AXISBPSETF,EQ,12.05,12.05,11.69,11.74,11.76,11.72,7096,83348.43,18-MAY-2024,130,INF846K01Z04,
AXISCADES,EQ,609.95,617,600,609.9,613.75,602.15,12843,7814582.4,18-MAY-2024,640,INE555B01013,
AXISCETF,EQ,110.37,110.37,107.33,108.2,108.33,107.68,195,21098.17,18-MAY-2024,12,INF846K016C7,
AXISGOLD,EQ,64.15,64.15,62.52,63.03,62.95,62.29,49790,3136875.81,18-MAY-2024,385,INF846K01W80,
AXISHCETF,EQ,123,123,121.63,122.6,122.61,121.92,552,67525.41,18-MAY-2024,21,INF846K01Z12,
