SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
LOWVOL1,EQ,18.7,18.96,18.23,18.49,18.5,18.5,11143,205984.97,18-MAY-2024,71,INF174KA1IY5,
LOWVOLIETF,EQ,20.1,20.1,19.46,19.53,19.52,19.5,23405,457249.65,18-MAY-2024,193,INF109KC19U5,
LOYALTEX,EQ,568.05,609,568.05,589.95,589.95,591.05,256,152752.9,18-MAY-2024,36,INE970D01010,
LPDC,EQ,9.15,9.35,8.9,9.05,9.2,9.1,15789,144336.7,18-MAY-2024,112,INE197J01017,
LT,EQ,3452,3468,3445.8,3464.2,3467.5,3450.75,141462,489228073.75,18-MAY-2024,9811,INE018A01030,
LTF,EQ,161.45,162.15,159.7,160.2,160.45,160.7,295022,47345728.8,18-MAY-2024,3076,INE498L01015,
LTFOODS,EQ,226.95,229.9,220.5,223.65,224.6,226.9,356599,79918221.05,18-MAY-2024,6909,INE818H01020,
LTGILTBEES,EQ,25.74,25.74,25.66,25.7,25.71,25.7,325678,8369169.93,18-MAY-2024,330,INF204KB1882,
LTIM,EQ,4789.95,4789.95,4740,4751.1,4753,4764.3,21310,101378816.55,18-MAY-2024,4094,INE214T01019,
LTTS,EQ,4470,4497.9,4440.1,4464.05,4467,4454.5,15981,71402257.2,18-MAY-2024,2456,INE010V01017,
LUMAXIND,EQ,2602.05,2646.15,2525,2615.65,2613,2626.25,1361,3542598.7,18-MAY-2024,225,INE162B01018,
LUMAXTECH,EQ,482.45,484.5,474.1,476.95,477.2,481.4,28415,13569356.05,18-MAY-2024,1130,INE872H01027,
LUPIN,EQ,1652,1666,1648.6,1660.3,1662.65,1651.75,42384,70360375.75,18-MAY-2024,3130,INE326A01037,
LUXIND,EQ,1600,1620,1582,1608.3,1605.9,1576.95,81341,130269845.05,18-MAY-2024,3891,INE150G01020,
LXCHEM,EQ,252.2,260.6,252.2,259.1,260.1,250.3,648547,166893587.55,18-MAY-2024,6811,INE576O01020,
LYKALABS,EQ,115.1,118,113.25,116.8,117.3,115.2,19343,2244671.5,18-MAY-2024,229,INE933A01014,
LYPSAGEMS,EQ,6.1,6.25,6.1,6.15,6.2,6.2,12697,77973.5,18-MAY-2024,44,INE142K01011,
M&M,EQ,2527.95,2527.95,2500.05,2503.7,2504,2514.6,257091,645203745,18-MAY-2024,13739,INE101A01026,
M&MFIN,EQ,263.55,266.9,263.5,264.5,264.8,263.8,103925,27515676.45,18-MAY-2024,2004,INE774D01024,
MAANALU,EQ,144,144,142.1,142.65,142.25,142.25,15884,2269716.9,18-MAY-2024,371,INE215I01027,
MACPOWER,BE,1474.95,1474.95,1400.3,1446.7,1444,1411.9,1665,2392633.1,18-MAY-2024,166,INE155Z01011,
MADHAV,BE,43.7,43.7,41.2,41.2,43.1,42.05,1252,53566.6,18-MAY-2024,23,INE925C01016,
MADHUCON,BE,10.25,10.35,9.6,10.05,9.6,9.95,8840,89520.6,18-MAY-2024,59,INE378D01032,
MADHUSUDAN,SM,149,150.9,147.4,148.35,148.5,150.15,33000,4902500,18-MAY-2024,33,INE0P6701019,
MADRASFERT,EQ,88.45,89.5,87,88.55,88.7,87.8,48694,4314416.25,18-MAY-2024,602,INE414A01015,
MAFANG,EQ,90.24,90.24,90.24,90.24,90.24,95.51,106071,9571847.04,18-MAY-2024,421,INF769K01HF4,
MAGADSUGAR,EQ,687.5,709,682,695.45,694.3,687.45,4664,3254412.4,18-MAY-2024,234,INE347W01011,
MAGNUM,EQ,61.5,61.95,60,60.6,60.4,60.9,8808,534099.9,18-MAY-2024,122,INE387I01016,
MAGSON,SM,99.8,104,99.8,104,104,99.9,4000,407600,18-MAY-2024,2,INE0O1S01012,
MAHABANK,EQ,64.3,64.8,64.2,64.45,64.4,64.15,2371837,152964462.45,18-MAY-2024,6178,INE457A01014,
MAHAPEXLTD,EQ,126.9,127,126.9,127,127,127.5,8,1015.9,18-MAY-2024,4,INE843B01013,
MAHASTEEL,EQ,116.05,118,110.6,112.6,115,113.2,6538,737003.25,18-MAY-2024,133,INE451L01014,
MAHEPC,EQ,137.8,138.95,136.1,137.25,138.2,137.05,9320,1280817.3,18-MAY-2024,172,INE215D01010,
MAHESHWARI,EQ,65.75,67.8,65.7,66.2,67.5,65.7,3665,243417.15,18-MAY-2024,55,INE263W01010,
MAHKTECH,EQ,14.85,14.99,14.76,14.88,14.92,14.74,272656,4061460.22,18-MAY-2024,558,INF769K01HS7,
MAHLIFE,EQ,621.95,630.1,617.8,621,619.9,616.95,34233,21368849.05,18-MAY-2024,1777,INE813A01018,
MAHLOG,EQ,441.9,450,440.4,447.2,446.2,440.4,34361,15335720.4,18-MAY-2024,1942,INE766P01016,
MAHSCOOTER,EQ,7501.05,7699.9,7501,7567.55,7619,7605.35,360,2729401.2,18-MAY-2024,120,INE288A01013,
MAHSEAMLES,EQ,819.8,844,819,836.35,839,812.15,69128,57626712.8,18-MAY-2024,2851,INE271B01025,
MAITHANALL,EQ,1325.05,1347,1316,1319.4,1320,1315.45,33586,44601107.45,18-MAY-2024,2170,INE683C01011,
MAITREYA,SM,164,164,161.5,161.75,161.75,170,4800,780000,18-MAY-2024,6,INE0PLQ01011,
MAKEINDIA,EQ,141.3,141.3,137.25,137.94,137.65,137.2,37020,5110538.28,18-MAY-2024,372,INF769K01IB1,
MALLCOM,EQ,1019.95,1040,1012.05,1021.95,1032,1019.9,501,514385.8,18-MAY-2024,48,INE389C01015,
MALUPAPER,BE,43.85,43.85,41.1,42.95,43.35,42.2,8490,361481.2,18-MAY-2024,76,INE383H01017,
MANAKALUCO,BE,24.9,25.5,24.3,24.95,24.8,24.9,13193,329760.55,18-MAY-2024,108,INE859Q01017,
MANAKCOAT,BE,59.75,60.25,57.55,58.65,58.5,59.5,84211,5023129.05,18-MAY-2024,175,INE830Q01018,
MANAKSIA,EQ,110.95,113.5,109.1,112.45,112,110.95,23595,2649511.9,18-MAY-2024,636,INE015D01022,
MANAKSTEEL,BE,60.7,63.7,60.3,62.9,62.5,60.7,28742,1791236,18-MAY-2024,179,INE824Q01011,
MANALIPETC,EQ,78,78.4,77,77.95,78.15,77.8,141827,11049081.3,18-MAY-2024,845,INE201A01024,
MANAPPURAM,EQ,184.25,185,180,181.8,181.5,183.65,1013484,185298304.4,18-MAY-2024,6914,INE522D01027,
MANGALAM,EQ,100,104.5,98,101.3,100.2,99.8,9783,986159.8,18-MAY-2024,310,INE584F01014,
MANGCHEFER,EQ,113.45,114.65,111.05,112.3,112.5,113.45,74680,8450822.2,18-MAY-2024,660,INE558B01017,
MANGLMCEM,EQ,877.7,884.8,851.3,868.4,870.85,867.85,5916,5138240.75,18-MAY-2024,434,INE347A01017,
MANINDS,EQ,369.95,375,365,372.75,374.9,366.9,38235,14176766.55,18-MAY-2024,987,INE993A01026,
MANINFRA,EQ,200,200,193.5,197.55,197.75,197.45,123814,24477520.3,18-MAY-2024,2514,INE949H01023,
MANKIND,EQ,2109,2127,2103.75,2111.65,2112,2090.65,38068,80507181.45,18-MAY-2024,3193,INE634S01028,
MANOMAY,EQ,193.75,193.75,186.15,189.95,191.95,190.65,536,101419.7,18-MAY-2024,38,INE784W01015,
MANORAMA,BE,575.05,583,560,570,574,569.6,7640,4378096.9,18-MAY-2024,146,INE00VM01036,
MANORG,BE,370.5,384,370.5,378.6,376.5,374.9,476,180674.5,18-MAY-2024,27,INE370D01013,
MANUGRAPH,EQ,23.95,24.3,22.85,23.45,23.55,23.35,2438,57772.5,18-MAY-2024,34,INE867A01022,
MANYAVAR,EQ,1057.95,1057.95,1003.1,1026.75,1026.9,1044,15069,15577803.7,18-MAY-2024,1562,INE825V01034,
MAPMYINDIA,EQ,1991,2050,1982,2036.8,2031.25,1985.4,36430,74108315.35,18-MAY-2024,2914,INE0BV301023,
MARALOVER,EQ,74.9,76.1,74.1,74.5,74.25,73.25,16082,1213876.7,18-MAY-2024,141,INE882A01013,
MARATHON,EQ,416,420,410.2,419.3,420,414.35,4910,2044406.25,18-MAY-2024,236,INE182D01020,
MARICO,EQ,597,599.9,591.1,594.55,596,597.05,91597,54561644.5,18-MAY-2024,3348,INE196A01026,
MARINE,EQ,99,103.55,99,103.3,103.4,98.65,337580,34432165.25,18-MAY-2024,1390,INE01JE01028,
MARINETRAN,SM,29.5,30.95,29.5,30.45,30.95,31,12000,365400,18-MAY-2024,3,INE0P1P01017,
MARKSANS,EQ,170,171.25,161,166.85,166.8,169.15,415236,69128405.1,18-MAY-2024,5057,INE750C01026,
MARSHALL,BE,26.95,27.75,26,27.35,27.75,26.45,26907,734980.5,18-MAY-2024,65,INE00SZ01018,
MARUTI,EQ,12647.95,12693.45,12565.4,12600.15,12612,12641.5,17550,221737736.8,18-MAY-2024,3169,INE585B01010,
MASFIN,EQ,294,298.6,293,295.95,296.4,290.8,34148,10105634,18-MAY-2024,2287,INE348L01012,
MASKINVEST,BE,83.2,83.2,83.2,83.2,83.2,87.55,100,8320,18-MAY-2024,1,INE885F01015,
MASPTOP50,EQ,42.29,42.29,42.29,42.29,42.29,43.67,18348,775936.92,18-MAY-2024,66,INF769K01HP3,
MASTEK,EQ,2480,2549,2480,2525,2527.8,2475.25,8287,20962109.1,18-MAY-2024,1371,INE759A01021,
MASTER,SM,164.6,164.6,164.6,164.6,164.6,156.8,7000,1152200,18-MAY-2024,7,INE0OJM01017,
MATRIMONY,EQ,563.8,563.8,551.15,552.95,555.25,560.3,1179,653834.1,18-MAY-2024,118,INE866R01028,
MAWANASUG,EQ,95.85,96.45,94.6,95.6,95.55,95.25,12245,1173010.45,18-MAY-2024,612,INE636A01039,
MAXESTATES,EQ,343.25,355.8,342.95,352.2,354,343.25,24838,8753155.95,18-MAY-2024,1522,INE03EI01018,
MAXHEALTH,EQ,852.3,852.3,839.55,846.45,847.2,841.8,55768,47193737.4,18-MAY-2024,2829,INE027H01010,
MAXIND,EQ,274.7,276.4,265,273.05,271.1,265.6,11297,3080794.25,18-MAY-2024,417,INE0CG601016,
MAXPOSURE,SM,99,99,94.55,95.15,94.55,99.5,62000,5913000,18-MAY-2024,26,INE0ECC01022,
MAYURUNIQ,EQ,526,536.5,525.85,530.85,533,533,12592,6683533.4,18-MAY-2024,535,INE040D01038,
MAZDA,EQ,1462.05,1490,1429.85,1454.45,1450.1,1459,1577,2309096.4,18-MAY-2024,287,INE885E01034,
MAZDOCK,EQ,2745,2889,2736.4,2874.3,2874,2756.65,957517,2733562597.65,18-MAY-2024,41952,INE249Z01012,
MBAPL,EQ,224,228.35,223.15,226.15,226.05,230.6,4016,905143.7,18-MAY-2024,176,INE900L01010,
MBECL,EQ,4.6,4.6,4.6,4.6,4.6,4.4,15192,69883.2,18-MAY-2024,11,INE748A01016,
MBLINFRA,EQ,46.85,48.4,45.1,47.7,48.15,46.1,38941,1833868.25,18-MAY-2024,244,INE912H01013,
MCDOWELL-N,EQ,1190,1191.85,1177.1,1181.05,1182.4,1182.55,42975,50811028.65,18-MAY-2024,3317,INE854D01024,
MCL,EQ,40.65,41.9,39.7,41.1,41,40,19278,786304.5,18-MAY-2024,165,INE813V01022,
MCLEODRUSS,BE,24.8,25.4,24,25.1,25.2,24.4,53754,1336315.95,18-MAY-2024,122,INE942G01012,
MCON,SM,105.35,106,105.35,106,106,110.8,2000,211350,18-MAY-2024,2,INE0O4M01019,
MCX,EQ,4020,4074,4010.9,4042.5,4041.05,4024.7,82226,333027243.45,18-MAY-2024,5352,INE745G01035,
MDL,SM,118,122.75,114.15,117.45,122.75,117,10000,1178100,18-MAY-2024,5,INE575Z01010,
MEDANTA,EQ,1405.6,1428.9,1395,1404.1,1405,1421.2,28829,40647061.4,18-MAY-2024,2562,INE474Q01031,
MEDIASSIST,EQ,489.45,495,488,489.65,489.05,489.3,13038,6412241.35,18-MAY-2024,709,INE456Z01021,
MEDICAMEQ,EQ,544.9,555,530.55,536.1,533.8,529.5,4435,2414479.75,18-MAY-2024,372,INE646B01010,
MEDICO,BE,39.35,39.8,38.8,38.95,39.25,39.3,20823,814346.4,18-MAY-2024,145,INE630Y01024,
MEDPLUS,EQ,689.9,702.2,689.05,696.5,691.6,688.9,4403,3072829.7,18-MAY-2024,473,INE804L01022,
MEGAFLEX,SM,39,39,39,39,39,39,3000,117000,18-MAY-2024,1,INE0G1D01014,
MEGASOFT,EQ,70.65,73.15,70.65,73.15,73.15,69.7,194054,14138835.5,18-MAY-2024,864,INE933B01012,
MEGASTAR,EQ,270.25,277.85,263.8,275.2,277,270.7,4406,1209966.4,18-MAY-2024,196,INE00EM01016,
MEGATHERM,SM,309,311,307,308.4,308,309,8800,2725840,18-MAY-2024,21,INE531R01010,
MENONBE,EQ,128.65,130.3,127.1,127.95,127.5,128.65,15153,1957567.6,18-MAY-2024,242,INE071D01033,
MEP,BE,8.1,8.5,7.85,8.45,8.5,8.1,168317,1413937.25,18-MAY-2024,190,INE776I01010,
METROBRAND,EQ,1152,1152,1128,1133.4,1132,1147.15,6895,7841100,18-MAY-2024,726,INE317I01021,
METROPOLIS,EQ,1849,1860,1832.6,1840.6,1841.1,1838.2,19046,35109737.65,18-MAY-2024,1853,INE112L01020,
MFSL,EQ,1025,1030,1001.05,1024.8,1024.95,1020.15,32164,32848235,18-MAY-2024,1677,INE180A01020,
MGEL,EQ,22.75,23.1,22.15,22.75,22.6,22.1,152057,3442984.25,18-MAY-2024,448,INE0APB01024,
MGL,EQ,1322,1334,1312,1319.8,1321.9,1318.95,26972,35613290.6,18-MAY-2024,1729,INE002S01010,
MHHL,SM,56.9,57.5,56.9,57.25,57.5,56.9,4500,257700,18-MAY-2024,3,INE450S01011,
MHLXMIRU,EQ,210.3,218.95,210,210.6,210.4,210.25,7767,1638696.75,18-MAY-2024,155,INE112D01035,
MHRIL,EQ,405.8,410.9,402.15,409,407.5,404.15,14981,6116566.65,18-MAY-2024,546,INE998I01010,
MICEL,EQ,50,50.6,49.05,49.8,49.9,49.5,108809,5429168.6,18-MAY-2024,891,INE287C01037,
MID150BEES,EQ,199.99,199.99,196.62,197.54,197.7,196.62,59573,11795268.06,18-MAY-2024,1301,INF204KB1V68,
MIDCAP,EQ,146.59,147.89,146.55,147.52,147.68,146.55,10923,1607657.01,18-MAY-2024,211,INF174KA1IB3,
MIDCAPETF,EQ,19.4,19.95,19.21,19.54,19.52,19.44,460298,9008966.42,18-MAY-2024,1160,INF769K01IC9,
MIDCAPIETF,EQ,19.65,19.9,19.65,19.82,19.84,19.65,74605,1477481.89,18-MAY-2024,213,INF109KC11W8,
MIDHANI,EQ,462.95,480.85,462.05,476.55,475,460.55,1132410,536460041.25,18-MAY-2024,17670,INE099Z01011,
MIDQ50ADD,EQ,233.65,234.72,227.81,228.08,227.9,226.86,1087,249086.41,18-MAY-2024,36,INF740KA1QL0,
MIDSELIETF,EQ,16.55,16.72,15.93,16.15,16.17,16.09,28056,453237.69,18-MAY-2024,208,INF109KC10W0,
MINDACORP,EQ,427.65,432.5,422.35,430.75,430.1,425.85,99462,42747076.95,18-MAY-2024,1795,INE842C01021,
MINDSPACE,RR,353.02,353.8,345.5,351.95,353,353.02,7540,2648245.48,18-MAY-2024,240,INE0CCU25019,
MINDTECK,EQ,316.35,323.9,310.15,314.75,314.55,325.2,81113,25580994.35,18-MAY-2024,1824,INE110B01017,
MIRCELECTR,EQ,21.5,22.45,21.35,22.45,22.45,21.4,249186,5520840.35,18-MAY-2024,628,INE831A01028,
MIRZAINT,EQ,45.6,45.8,44.9,45.5,45.4,45.4,24750,1125810.8,18-MAY-2024,233,INE771A01026,
MITCON,EQ,131.9,138,129.65,135.3,135.9,133.65,3156,428608.95,18-MAY-2024,79,INE828O01033,
MITTAL,BE,1.8,1.8,1.7,1.75,1.75,1.75,860720,1483793.7,18-MAY-2024,800,INE997Y01027,
MKPL,BE,14.3,14.3,14.3,14.3,14.3,13.65,123279,1762889.7,18-MAY-2024,259,INE964W01021,
MMFL,EQ,1130,1142.95,1106.1,1121.55,1119,1127.25,9385,10529075.5,18-MAY-2024,842,INE227C01017,
MMP,EQ,276.5,280.5,273.2,278.9,279,276.5,5168,1435616.7,18-MAY-2024,140,INE511Y01018,
MMTC,EQ,74.8,76,74.8,75.5,75.45,74.85,683811,51693490.9,18-MAY-2024,3457,INE123F01029,
MNC,EQ,29.07,29.41,28.3,29.19,29.15,28.66,17858,519135.73,18-MAY-2024,98,INF174KA1JF2,
MODIRUBBER,BE,98.5,98.5,98.45,98.45,98.5,98.5,174,17136.5,18-MAY-2024,10,INE832A01018,
MODISONLTD,BE,135.5,138.5,132.3,136.05,136,134.9,11904,1619048.45,18-MAY-2024,90,INE737D01021,
MODTHREAD,BE,61.7,61.7,61.7,61.7,61.7,62.95,1516,93537.2,18-MAY-2024,6,INE794W01014,
MOGSEC,EQ,56,56,55.15,55.79,55.79,55.31,32,1788.14,18-MAY-2024,6,INF247L01AK4,
MOHEALTH,EQ,36.25,36.25,35.33,35.82,35.9,35.76,3655,131107.2,18-MAY-2024,50,INF247L01BB1,
MOHITIND,EQ,21.4,21.9,21,21.8,21.65,21.4,3118,67107.8,18-MAY-2024,124,INE954E01012,
MOIL,EQ,529,551.05,520.3,551.05,551.05,524.85,2650351,1443835421.45,18-MAY-2024,24561,INE490G01020,
MOKSH,BE,18,18,16.9,17.6,17.65,17.25,31322,554016.5,18-MAY-2024,255,INE514Y01020,
MOL,EQ,83.05,83.5,82.6,83,83,82.65,146064,12126626.6,18-MAY-2024,1115,INE0CT101020,
MOLDTECH,EQ,228.65,228.65,220,228.6,228.65,217.8,177149,40165730.3,18-MAY-2024,2027,INE835B01035,
MOLDTKPAC,EQ,804.4,806,791.95,796.25,794,797.2,7338,5867280.3,18-MAY-2024,631,INE893J01029,
MOLOWVOL,EQ,35.95,35.95,35.57,35.58,35.58,35.57,1425,50909.47,18-MAY-2024,25,INF247L01BL0,
MOM100,EQ,54.94,55.44,54.03,55.06,55.08,54.94,88387,4869020.83,18-MAY-2024,637,INF247L01023,
MOM30IETF,EQ,34.17,34.89,34.17,34.54,34.5,34.17,226388,7816054.79,18-MAY-2024,776,INF109KC17C7,
MOM50,EQ,227,231.44,225,228.3,228,229.03,1052,239131.04,18-MAY-2024,31,INF247L01536,
MOMENTUM,EQ,33.98,35.12,33.98,34.26,34.17,33.98,41314,1413704.85,18-MAY-2024,230,INF209KB14K7,
MOMOMENTUM,EQ,69.95,69.95,67.3,68.4,68.37,67.93,54073,3696583,18-MAY-2024,382,INF247L01BK2,
MON100,EQ,153.95,153.95,145,150.06,149.41,149.49,60760,9124825.2,18-MAY-2024,1270,INF247L01AP3,
MONARCH,EQ,556.15,570.1,556.1,565.35,561.5,560.6,10263,5794817.4,18-MAY-2024,194,INE903D01011,
MONIFTY500,EQ,21.34,21.34,21.05,21.2,21.2,21.14,61289,1299726.11,18-MAY-2024,404,INF247L01BU1,
MONQ50,EQ,63.27,63.27,61.5,62.9,62.94,62.66,5827,364769.39,18-MAY-2024,103,INF247L01AU3,
MONTECARLO,EQ,699.75,699.75,681.5,685.85,694,695.3,3345,2296143,18-MAY-2024,270,INE950M01013,
MOQUALITY,EQ,192.23,192.23,188.5,190.23,190.23,187.55,479,90997.85,18-MAY-2024,14,INF247L01BH8,
MOREALTY,EQ,99.56,101.5,99.56,100.43,100.45,99.55,54706,5495138.99,18-MAY-2024,467,INF247L01CI4,
MOREPENLAB,EQ,47,48.25,46.9,47.9,47.9,46.85,815245,38876174.15,18-MAY-2024,2593,INE083A01026,
MOS,SM,198,198.85,195.3,197.95,197.9,196.55,23200,4571960,18-MAY-2024,21,INE0N7S01010,
MOSMALL250,EQ,15.97,16.32,15.9,16.12,16.11,15.89,132921,2135175.71,18-MAY-2024,350,INF247L01CH6,
MOTHERSON,EQ,128.4,131.5,128.35,129.95,130.1,129.35,945255,123292876.1,18-MAY-2024,6784,INE775A01035,
MOTILALOFS,EQ,2372.95,2424,2350.1,2406.15,2397.95,2359.95,45426,108528016.2,18-MAY-2024,3733,INE338I01027,
MOTISONS,EQ,168.45,171.8,168.4,170.4,170,168.4,98782,16836460.3,18-MAY-2024,972,INE0FRK01012,
MOTOGENFIN,EQ,33.55,34.4,33.5,34.1,34.1,34,620,20893.1,18-MAY-2024,18,INE861B01023,
MOVALUE,EQ,101.31,101.99,98.5,101.3,101.4,100.51,71907,7265183.89,18-MAY-2024,1519,INF247L01BE5,
MPHASIS,EQ,2326,2329.9,2315,2322.3,2324,2311.6,30625,71135905.55,18-MAY-2024,3280,INE356A01018,
MPSLTD,EQ,1672,1725,1633.3,1672.55,1671,1656.2,4810,8113414.4,18-MAY-2024,320,INE943D01017,
MRF,EQ,128700,129499,128700,129084.15,129000,129143.6,483,62353804.4,18-MAY-2024,411,INE883A01011,
MRO-TEK,BE,96.35,96.35,96.35,96.35,96.35,101.4,21111,2034044.85,18-MAY-2024,205,INE398B01018,
MRPL,EQ,211.1,215.05,210.3,213.75,213,209.2,854799,182252618.55,18-MAY-2024,8864,INE103A01014,
MSPL,EQ,26.25,26.8,25.8,26.45,26.3,25.8,144840,3824328.4,18-MAY-2024,288,INE752G01015,
MSTCLTD,EQ,953.7,982,953.65,965.95,967,948.95,80891,78061279.25,18-MAY-2024,3809,INE255X01014,
MSUMI,EQ,69,69.95,69,69.2,69.25,68.65,911414,63229529.95,18-MAY-2024,4509,INE0FS801015,
MTARTECH,EQ,1980,2060,1975,2042.3,2035.85,1969.9,253573,514986984.25,18-MAY-2024,16334,INE864I01014,
MTEDUCARE,BE,3.3,3.4,3.15,3.15,3.35,3.3,5497,17789.25,18-MAY-2024,22,INE472M01018,
MTNL,EQ,37,37.75,36.95,37.35,37.45,36.95,579703,21687561.55,18-MAY-2024,1851,INE153A01019,
MUFIN,EQ,121.5,125.85,120.1,125.25,124.35,119.9,101793,12702701.85,18-MAY-2024,998,INE08KJ01020,
MUFTI,EQ,176.4,177.85,175,177.3,177.2,175.25,28810,5095468.75,18-MAY-2024,886,INE220Q01020,
MUKANDLTD,EQ,165,165.05,162.55,163.05,162.85,162.5,25269,4137215.3,18-MAY-2024,502,INE304A01026,
MUKKA,EQ,35.35,35.4,34.9,35.1,35.15,34.95,288273,10129199.4,18-MAY-2024,1351,INE0CG401037,
MUKTAARTS,EQ,69.5,69.5,67.6,69.1,68.2,69.55,1197,82556.3,18-MAY-2024,23,INE374B01019,
MUNJALAU,EQ,82.95,83.55,81.55,82.1,82.2,82.6,41083,3392017.15,18-MAY-2024,326,INE672B01032,
MUNJALSHOW,EQ,168.35,169.95,164.85,166.55,166.7,166.75,25229,4193273.45,18-MAY-2024,475,INE577A01027,
MURUDCERA,EQ,48.55,50.4,48.55,49.7,50,49.15,9238,456861.75,18-MAY-2024,135,INE692B01014,
MUTHOOTCAP,EQ,303.25,303.25,299,299.35,300,302.95,2899,869773.65,18-MAY-2024,123,INE296G01013,
MUTHOOTFIN,EQ,1694,1715.45,1684.05,1703.4,1703,1679.55,32687,55606474.45,18-MAY-2024,2683,INE414G01012,
MUTHOOTMF,EQ,224.6,229.4,224.6,226.25,226.95,224.55,34201,7741981.5,18-MAY-2024,1448,INE046W01019,
MVGJL,EQ,244.7,251.9,244.3,247.95,247.65,244.7,18660,4656624.5,18-MAY-2024,611,INE0KNT01012,
MVKAGRO,SM,46.05,46.05,44.2,44.8,45,43.9,13200,595800,18-MAY-2024,11,INE0SGC01015,
MWL,SM,153,153,153,153,153,148.35,4800,734400,18-MAY-2024,3,INE0JYY01011,
NACLIND,EQ,67.9,68.15,66.4,67.3,67.7,66.95,19766,1327737.3,18-MAY-2024,249,INE295D01020,
NAGAFERT,EQ,10.4,10.7,10.3,10.45,10.35,10.35,274689,2875035.9,18-MAY-2024,425,INE454M01024,
NAGREEKCAP,EQ,20.95,20.95,19.1,20.3,19.55,20,1581,31772.85,18-MAY-2024,31,INE245I01016,
NAGREEKEXP,EQ,30.65,31.4,30.05,30.75,30.7,31.05,7856,240891.35,18-MAY-2024,72,INE123B01028,
NAHARCAP,EQ,292.75,294.5,291.1,293.25,291.9,291.9,293,86039.85,18-MAY-2024,22,INE049I01012,
NAHARINDUS,EQ,121.85,124,120.5,121.95,121.6,122.5,11324,1386810.05,18-MAY-2024,94,INE289A01011,
NAHARPOLY,EQ,191.55,198,188,190.65,191,193.1,15957,3066949.95,18-MAY-2024,187,INE308A01027,
NAHARSPING,EQ,268.15,273.4,265.05,268.85,268.5,269.45,7862,2109784.9,18-MAY-2024,509,INE290A01027,
NAM-INDIA,EQ,595,595,588.05,592.95,590.35,593.35,51468,30474419.4,18-MAY-2024,2428,INE298J01013,
NAMAN,SM,127,128,126.5,126.95,127,125.85,19200,2439200,18-MAY-2024,12,INE0RJM01010,
NARMADA,BE,23.25,23.25,21.9,23.2,23.25,22.15,43627,1012386.35,18-MAY-2024,150,INE117Z01011,
NATCOPHARM,EQ,998,1006.7,995.1,999.4,996.95,995.1,49883,49904448.55,18-MAY-2024,1873,INE987B01026,
NATHBIOGEN,EQ,193.05,200,193.05,195.9,196,194.6,11838,2334824.9,18-MAY-2024,367,INE448G01010,
NATIONALUM,EQ,196.3,201.45,195.6,199.9,200,194.85,7482946,1486891655.15,18-MAY-2024,31357,INE139A01034,
NAUKRI,EQ,6250,6271.85,5910.9,6200.3,6212.95,6222,33917,209529014.6,18-MAY-2024,3720,INE663F01024,
NAVA,EQ,508.95,522,507.85,513.4,514.15,499.6,238387,122747043.3,18-MAY-2024,3871,INE725A01022,
NAVINFLUOR,EQ,3460,3460,3425,3430.05,3430,3428.45,24664,84849345.65,18-MAY-2024,3034,INE048G01026,
NAVINIFTY,EQ,226.49,227.38,224.96,227.29,227.29,226.27,403,91587.51,18-MAY-2024,9,INF959L01HI3,
NAVKARCORP,EQ,102,102,101.1,101.3,101.1,101.55,80816,8196230.75,18-MAY-2024,477,INE278M01019,
NAVNETEDUL,EQ,158.55,158.75,156.05,157.95,158.1,156.55,49038,7746853.9,18-MAY-2024,1002,INE060A01024,
NAZARA,EQ,625,628.9,620.15,624.45,625.8,621,18617,11604257.8,18-MAY-2024,1223,INE418L01021,
NBCC,EQ,143.4,145.4,143,143.8,143.5,142.3,8000616,1155306424.6,18-MAY-2024,33143,INE095N01031,
NBIFIN,EQ,1875,1875,1872.55,1872.55,1872.55,1858.45,3,5622.55,18-MAY-2024,3,INE365I01020,
NCC,EQ,277.05,280,275.8,277.75,276.7,275.8,1078697,299861362.3,18-MAY-2024,11684,INE868B01028,
NCLIND,EQ,205,209,204.3,206.45,209,204.55,35871,7385616.25,18-MAY-2024,739,INE732C01016,
NDGL,EQ,2497,2497,2497,2497,2497,2433,2,4994,18-MAY-2024,1,INE756C01015,
NDL,EQ,39.1,39.5,38.7,39.15,39.2,39.25,53229,2085444.5,18-MAY-2024,352,INE875G01030,
NDLVENTURE,EQ,98.7,99.9,95.5,98.5,99,95.25,2025,199370.45,18-MAY-2024,36,INE353A01023,
NDRAUTO,EQ,815,831.6,810,827.35,827,827.75,1777,1458810.55,18-MAY-2024,229,INE07OG01012,
NDTV,EQ,218.9,218.95,217.1,218.4,218.05,216.3,25652,5597613.1,18-MAY-2024,699,INE155G01029,
NECCLTD,EQ,25.05,26.05,24.7,25.7,25.9,25,52582,1343575,18-MAY-2024,278,INE553C01016,
NECLIFE,EQ,33.9,35,33.45,34.65,34.2,33.75,311454,10825770.15,18-MAY-2024,644,INE023H01027,
NELCAST,EQ,147.4,147.45,144.2,145.9,145,144.45,17784,2601321.1,18-MAY-2024,380,INE189I01024,
NELCO,EQ,750.05,752.5,740.6,747.85,750,739.55,15229,11373408.25,18-MAY-2024,1223,INE045B01015,
